dish_name,floor,stall_name,category,pricing_type,price,unit,taste_tag,is_available_today
白萝卜牛肉汤,一楼,蒸煨炖品,汤类,fixed,6,份,清淡,是
胡萝卜牛肉汤,一楼,蒸煨炖品,汤类,fixed,6,份,清淡,是
红枣土鸡汤,一楼,蒸煨炖品,汤类,fixed,7,份,清淡,是
鸡腿套餐,一楼,轻食餐,主食,combo,8,份,不辣,是
鸡丁套餐,一楼,轻食餐,主食,combo,9,份,不辣,是
全素套餐,一楼,轻食餐,主食,combo,8,份,不辣,是
鸡排套餐,一楼,轻食餐,主食,combo,13,份,微辣,是
鸡脯套餐,一楼,轻食餐,主食,combo,13,份,不辣,是
鱼排套餐,一楼,轻食餐,主食,combo,18,份,不辣,是
鲜虾套餐,一楼,轻食餐,主食,combo,18,份,不辣,是
牛肉套餐,一楼,轻食餐,主食,combo,18,份,不辣,是
鸡排,一楼,轻食餐,荤菜,fixed,6,个,不辣,是
鸡丝,一楼,轻食餐,荤菜,fixed,5,份,不辣,是
鱼排,一楼,轻食餐,荤菜,fixed,6,个,不辣,是
卤牛肉,一楼,轻食餐,荤菜,fixed,10,份,不辣,是
鸡腿,一楼,轻食餐,荤菜,fixed,4,个,不辣,是
鸡脯,一楼,轻食餐,荤菜,fixed,6,块,不辣,是
鸭腿,一楼,轻食餐,荤菜,fixed,6,个,不辣,是
虾仁,一楼,轻食餐,荤菜,fixed,10,份,不辣,是
西葫芦,一楼,轻食餐,素菜,fixed,1.5,份,不辣,是
西兰花,一楼,轻食餐,素菜,fixed,2,份,不辣,是
千叶豆腐,一楼,轻食餐,素菜,fixed,2,份,不辣,是
杏鲍菇,一楼,轻食餐,素菜,fixed,2,份,不辣,是
玉米粒,一楼,轻食餐,素菜,fixed,2,份,不辣,是
香菇,一楼,轻食餐,素菜,fixed,3,份,不辣,是
小白菜,一楼,轻食餐,素菜,fixed,1,份,不辣,是
紫甘蓝,一楼,轻食餐,素菜,fixed,2,份,不辣,是
红薯/玉米,一楼,轻食餐,素菜,fixed,2,份,不辣,是
泡面面饼,一楼,麻辣烫,主食,fixed,0.8,个,不辣,是
娃娃菜,一楼,大众面点,主食,fixed,1,个,不辣,是
生菜,一楼,大众面点,主食,fixed,1.5,个,不辣,是
菠菜,一楼,大众面点,主食,fixed,1.5,个,不辣,是
鸡蛋,一楼,大众面点,主食,fixed,1.5,个,不辣,是
冻豆腐,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
玉米,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
火腿肠,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
蟹棒,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
鸡蛋豆腐,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
面筋,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
午餐肉,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
胡萝卜,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
豆腐,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
小麻花,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
西红柿,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
海带,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
鱿鱼火腿,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
玉米肠,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
茼蒿,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
油麦菜,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
香菜,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
小白菜,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
土豆片,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
西兰花,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
千张,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
碱面,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
宽粉,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
藕片,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
油豆皮,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
蟹棒,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
猪血,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
巴沙鱼,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
冬瓜,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
腊肠,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
午餐肉,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
培根片,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
贡菜丸子,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
虾饺,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
小酥肉,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
腌肉,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
鸡柳,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
虾丸,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
香菇,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
平菇,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
年糕片,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
金针菇,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
豆芽,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
粉丝,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
芝士年糕,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
肉卷,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
鹌鹑蛋,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
煎蛋,一楼,麻辣烫,荤菜,by_weight,1.68,两,可选,是
麻花,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
油条,一楼,麻辣烫,素菜,by_weight,1.68,两,可选,是
素拌渔粉,一楼,杂粮鱼粉,主食,combo,6,份,清淡,是
玉米渔粉,一楼,杂粮鱼粉,主食,combo,8,份,清淡,是
肉沫渔粉,一楼,杂粮鱼粉,主食,combo,10,份,微辣,是
杂粮招牌渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,微辣,是
杂粮原味渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,清淡,是
杂粮酸辣渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,香辣,是
杂粮麻辣渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,香辣,是
番茄鱼片渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,香辣,是
杂粮鱼头渔粉/面,一楼,杂粮鱼粉,主食,combo,8,份,香辣,是
杂粮三鲜渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,清淡,是
杂粮玉米渔粉/面,一楼,杂粮鱼粉,主食,combo,8,份,清淡,是
杂粮鸭血渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,微辣,是
杂粮鸡块渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,微辣,是
杂粮鱼豆腐渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,微辣,是
杂粮鱼丸渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,微辣,是
番茄鱼丸渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,微辣,是
杂粮招牌渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,清淡,是
番茄肥牛渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,香辣,是
番茄酥肉渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,香辣,是
杂粮肉沫渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,香辣,是
杂粮肉丝渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,香辣,是
杂粮肥牛渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,香辣,是
杂粮肥肠渔粉/面,一楼,杂粮鱼粉,主食,combo,12,份,香辣,是
杂粮牛肉渔粉/面,一楼,杂粮鱼粉,主食,combo,12,份,香辣,是
杂粮培根渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,香辣,是
杂粮虾丸渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,微辣,是
杂粮酥肉渔粉/面,一楼,杂粮鱼粉,主食,combo,10,份,微辣,是
杂粮原味渔粉/面,一楼,杂粮鱼粉,主食,combo,7,份,清淡,是
杂粮肉沫渔粉/面,一楼,杂粮鱼粉,主食,combo,9,份,微辣,是
杂粮原味素粉/面,一楼,杂粮鱼粉,主食,combo,7,份,清淡,是
鱼片,一楼,杂粮鱼粉,荤菜,fixed,4,份,可选,是
肥牛,一楼,杂粮鱼粉,荤菜,fixed,4,份,可选,是
鸭血,一楼,杂粮鱼粉,荤菜,fixed,3,份,可选,是
鱼丸,一楼,杂粮鱼粉,荤菜,fixed,3,份,可选,是
酥肉,一楼,杂粮鱼粉,荤菜,fixed,4,份,可选,是
鱼头,一楼,杂粮鱼粉,荤菜,fixed,3,份,可选,是
玉米,一楼,杂粮鱼粉,素菜,fixed,2,份,可选,是
鸡蛋,一楼,杂粮鱼粉,荤菜,fixed,1.5,份,可选,是
虾丸,一楼,杂粮鱼粉,荤菜,fixed,4,份,可选,是
肉沫,一楼,杂粮鱼粉,荤菜,fixed,4,份,可选,是
鱼豆腐,一楼,杂粮鱼粉,素菜,fixed,4,份,可选,是
蓑衣干子,一楼,杂粮鱼粉,素菜,fixed,1,份,可选,是
鸡蛋瘦肉肠粉,一楼,粉面系列,主食,fixed,9,份,清淡,是
鸡蛋火腿肠粉,一楼,粉面系列,主食,fixed,8,份,清淡,是
鸡蛋肠粉,一楼,粉面系列,主食,fixed,6,份,清淡,是
火腿肠粉,一楼,粉面系列,主食,fixed,6,份,清淡,是
鸡蛋玉米肠粉,一楼,粉面系列,主食,fixed,8,份,清淡,是
玉米肠粉,一楼,粉面系列,主食,fixed,6,份,清淡,是
鸡蛋牛肉肠粉,一楼,粉面系列,主食,fixed,14,份,清淡,是
鸡蛋虾仁肠粉,一楼,粉面系列,主食,fixed,14,份,清淡,是
鸡蛋玉米火腿肠粉,一楼,粉面系列,主食,fixed,10,份,清淡,是
叉烧肠粉,一楼,粉面系列,主食,fixed,9,份,清淡,是
腊肠肠粉,一楼,粉面系列,主食,fixed,9,份,清淡,是
辣子鸡拌面/粉,一楼,粉面系列,主食,fixed,10,份,微辣,是
红烧肉拌面/粉,一楼,粉面系列,主食,fixed,9,份,微辣,是
虫草花猪肚面/粉,一楼,粉面系列,主食,fixed,12,份,清淡,是
肉末茄子拌面/粉,一楼,粉面系列,主食,fixed,8,份,香辣,是
青椒肉丝拌面/粉,一楼,粉面系列,主食,fixed,9,份,微辣,是
小酥肉汤面/粉,一楼,粉面系列,主食,fixed,9,份,微辣,是
麻椒鸡丝拌面/粉,一楼,粉面系列,主食,fixed,8,份,微辣,是
麻辣牛肉拌面/粉,一楼,粉面系列,主食,fixed,12,份,微辣,是
黑椒牛柳拌面/粉,一楼,粉面系列,主食,fixed,9,份,微辣,是
酸菜肉丝拌面/粉,一楼,粉面系列,主食,fixed,8,份,微辣,是
素拌面/粉,一楼,粉面系列,主食,fixed,6,份,清淡,是
青菜肉丸面/粉,一楼,粉面系列,主食,fixed,9,份,清淡,是
牛肉丸,一楼,粉面系列,荤菜,fixed,1,份,清淡,是
卤干子,一楼,粉面系列,素菜,fixed,1,份,可选,是
煎鸡蛋,一楼,粉面系列,荤菜,fixed,1.5,份,可选,是
腊肠,一楼,粉面系列,荤菜,fixed,1.5,份,可选,是
襄阳牛肉面/粉,一楼,粉面系列,主食,fixed,10,份,微辣,是
襄阳牛杂面/粉,一楼,粉面系列,主食,fixed,10,份,微辣,是
排骨面/粉,一楼,粉面系列,主食,fixed,10,份,清淡,是
三鲜面/粉,一楼,粉面系列,主食,fixed,6.5,份,清淡,是
海带豆腐面/粉,一楼,粉面系列,主食,fixed,6,份,香辣,是
冬笋肉丝鸡汤面/粉,一楼,粉面系列,主食,fixed,7,份,微辣,是
番茄鸡蛋手工面/粉,一楼,粉面系列,主食,fixed,6,份,微辣,是
瘦肉面/粉,一楼,粉面系列,主食,fixed,9,份,微辣,是
杂酱面/粉,一楼,粉面系列,主食,fixed,6,份,香辣,是
重庆小面/粉,一楼,粉面系列,主食,fixed,7,份,麻辣,是
酸辣粉,一楼,粉面系列,主食,fixed,7,份,麻辣,是
杂酱热干面/粉,一楼,粉面系列,主食,fixed,7,份,香辣,是
番茄鸡蛋面/粉,一楼,粉面系列,主食,fixed,5,份,清淡,是
热干面,一楼,粉面系列,主食,fixed,3.5,份,微辣,是
热干面（大份）,一楼,粉面系列,主食,fixed,5,份,微辣,是
青菜手工面/粉,一楼,粉面系列,主食,fixed,4,份,清淡,是
原汤面,一楼,粉面系列,主食,fixed,3,份,清淡,是
一荤二素,一楼,营养套餐,套餐,combo,0.83,两,清淡,是
二荤一素,一楼,营养套餐,套餐,combo,1.08,两,清淡,是
三荤,一楼,营养套餐,套餐,combo,1.3,两,清淡,是
三荤一素,一楼,营养套餐,套餐,combo,1.19,两,清淡,是
米饭,一楼,营养套餐,主食,fixed,0,两,清淡,是
汤,一楼,营养套餐,主食,fixed,0,两,清淡,是
清汤麻辣烫,二楼,麻辣烫,主食,by_weight,1.68,两,清淡,是
微辣麻辣烫,二楼,麻辣烫,主食,by_weight,1.68,两,微辣,是
番茄麻辣烫,二楼,麻辣烫,主食,by_weight,1.68,两,清淡,是
香辣麻辣拌,二楼,麻辣烫,主食,by_weight,1.88,两,香辣,是
藤椒麻辣拌,二楼,麻辣烫,主食,by_weight,1.88,两,麻辣,是
招牌肉酱拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,10,份,不辣,是
炸酱油泼面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,10,份,微辣,是
馋嘴鸡拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,10,份,微辣,是
蟹黄肉酱拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,12,份,不辣,是
现炖黄牛肉汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,13,份,不辣,是
辣椒炒肉汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,9,份,香辣,是
重庆小面汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,8,份,香辣,是
葱油拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,6,份,不辣,是
南昌拌粉,二楼,朝阳洲.牛肉粉面,主食,fixed,7,份,不辣,是
勾魂酱拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,7,份,不辣,是
黑鸭酱拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,7,份,微辣,是
烤肉酱拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,7,份,不辣,是
油泼面/粉（原味）,二楼,朝阳洲.牛肉粉面,主食,fixed,7,份,不辣,是
辣椒炒肉拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,9,份,香辣,是
辣椒炒肉油泼面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,9,份,香辣,是
炸酱油泼面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,10,份,微辣,是
馋嘴鸡油泼面,二楼,朝阳洲.牛肉粉面,主食,fixed,11,份,微辣,是
椒麻鸡丝拌面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,11,份,麻辣,是
大骨汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,6,份,不辣,是
重庆小面汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,8,份,微辣,是
辣椒炒肉汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,9,份,香辣,是
香菇肉丝汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,10,份,不辣,是
老坛酸菜汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,10,份,微辣,是
招牌黄牛肉汤面/粉,二楼,朝阳洲.牛肉粉面,主食,fixed,13,份,不辣,是
猪肉韭菜水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
猪肉大葱水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
猪肉白菜水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
猪肉香菇水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
猪肉玉米水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
猪肉芹菜水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
猪肉荠菜水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
韭菜鸡蛋水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
牛肉大葱水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
羊肉大葱水饺,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,不辣,是
大黄米汤圆,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,甜,是
黑芝麻汤圆,二楼,朝阳洲.牛肉粉面,主食,by_weight,1.68,两,甜,是
卤干子,二楼,朝阳洲.牛肉粉面,小吃,fixed,1,个,不辣,是
荷包蛋,二楼,朝阳洲.牛肉粉面,小吃,fixed,1.5,个,不辣,是
卤蛋,二楼,朝阳洲.牛肉粉面,小吃,fixed,1.5,个,不辣,是
淀粉肠,二楼,朝阳洲.牛肉粉面,小吃,fixed,2.5,个,不辣,是
小酥肉,二楼,朝阳洲.牛肉粉面,小吃,fixed,3,个,不辣,是
大肉肠,二楼,朝阳洲.牛肉粉面,小吃,fixed,3.5,个,不辣,是
黑椒鸡排,二楼,朝阳洲.牛肉粉面,小吃,fixed,3.5,个,不辣,是
品质汉堡单人餐A,二楼,炸鸡麦香鸡汉堡,套餐,fixed,9,份,不辣,是
品质汉堡单人餐B,二楼,炸鸡麦香鸡汉堡,套餐,fixed,11,份,不辣,是
品质汉堡单人餐C,二楼,炸鸡麦香鸡汉堡,套餐,fixed,14,份,不辣,是
品质汉堡单人餐D,二楼,炸鸡麦香鸡汉堡,套餐,fixed,19,份,不辣,是
鳕鱼堡套餐,二楼,炸鸡麦香鸡汉堡,套餐,fixed,16,份,不辣,是
鸡腿堡+鳕鱼堡,二楼,炸鸡麦香鸡汉堡,套餐,fixed,17,份,不辣,是
七虾堡套餐,二楼,炸鸡麦香鸡汉堡,套餐,fixed,16,份,不辣,是
鸡腿堡+七虾堡,二楼,炸鸡麦香鸡汉堡,套餐,fixed,17,份,不辣,是
鸡腿堡+薯条+地瓜条+可乐,二楼,炸鸡麦香鸡汉堡,套餐,fixed,18,份,不辣,是
鸡腿堡+薯条+鸡柳,二楼,炸鸡麦香鸡汉堡,套餐,fixed,18,份,不辣,是
鳕鱼堡+饮品套餐,二楼,炸鸡麦香鸡汉堡,套餐,fixed,11,份,不辣,是
七虾堡+饮品套餐,二楼,炸鸡麦香鸡汉堡,套餐,fixed,12,份,不辣,是
双层牛堡单人餐,二楼,炸鸡麦香鸡汉堡,套餐,fixed,20,份,不辣,是
中国鸡腿堡+随机饮品,二楼,炸鸡麦香鸡汉堡,套餐,fixed,9,份,不辣,是
鸡腿堡+琵琶腿,二楼,炸鸡麦香鸡汉堡,套餐,fixed,13,份,不辣,是
鸡腿堡+薯条+地瓜,二楼,炸鸡麦香鸡汉堡,套餐,fixed,16,份,不辣,是
藤椒鸡腿肉,二楼,炸鸡麦香鸡汉堡,小吃,fixed,2,份,麻辣,是
手工大面筋,二楼,炸鸡麦香鸡汉堡,小吃,fixed,2,份,不辣,是
脆皮淀粉肠,二楼,炸鸡麦香鸡汉堡,小吃,fixed,2,份,不辣,是
台式烤香肠,二楼,炸鸡麦香鸡汉堡,小吃,fixed,2,份,不辣,是
骨肉相连,二楼,炸鸡麦香鸡汉堡,小吃,fixed,2.5,份,不辣,是
鸡柳,二楼,炸鸡麦香鸡汉堡,小吃,fixed,2,份,不辣,是
土豆块,二楼,炸鸡麦香鸡汉堡,小吃,fixed,4.9,份,不辣,是
韩式年糕条,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,甜,是
脆皮炸鲜奶（小份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,甜,是
脆皮炸鲜奶（大份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,9.9,份,甜,是
酥脆杏鲍菇（小份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,不辣,是
酥脆杏鲍菇（大份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,9.9,份,不辣,是
摇摇薯条,二楼,炸鸡麦香鸡汉堡,小吃,fixed,5,份,不辣,是
劲脆鸡米花,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,不辣,是
甘梅地瓜条,二楼,炸鸡麦香鸡汉堡,小吃,fixed,5,份,甜,是
手擀双层牛肉堡,二楼,炸鸡麦香鸡汉堡,主食,fixed,12.9,份,不辣,是
奶酪芝士鸡块,二楼,炸鸡麦香鸡汉堡,小吃,fixed,5.9,份,甜,是
拌翅（2对）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,7.9,份,不辣,是
拉丝芝士棒,二楼,炸鸡麦香鸡汉堡,小吃,fixed,5,份,甜,是
香辣翅根（1对）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,香辣,是
青花椒拌翅（2对）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,7.9,份,麻辣,是
无骨鸡柳条,二楼,炸鸡麦香鸡汉堡,小吃,fixed,7.9,份,不辣,是
手枪腿,二楼,炸鸡麦香鸡汉堡,小吃,fixed,9.9,份,不辣,是
香酥鸡柳（小份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,不辣,是
香酥鸡柳（大份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,9.9,份,不辣,是
香芋地瓜丸,二楼,炸鸡麦香鸡汉堡,小吃,fixed,4.9,份,甜,是
黄金薯塔,二楼,炸鸡麦香鸡汉堡,小吃,fixed,5,份,不辣,是
脆皮翅根（1对）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,4.9,份,不辣,是
奥尔良琵琶腿,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,不辣,是
韩式炸鸡,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,不辣,是
海苔炸鸡（小份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,3,份,不辣,是
海苔炸鸡（大份）,二楼,炸鸡麦香鸡汉堡,小吃,fixed,5,份,不辣,是
中国鸡腿堡,二楼,炸鸡麦香鸡汉堡,主食,fixed,6.9,份,不辣,是
手擀鳕鱼堡,二楼,炸鸡麦香鸡汉堡,主食,fixed,8.9,份,不辣,是
手擀七虾堡,二楼,炸鸡麦香鸡汉堡,主食,fixed,9.9,份,不辣,是
洋葱圈,二楼,炸鸡麦香鸡汉堡,小吃,fixed,6.9,份,不辣,是
可乐中杯,二楼,炸鸡麦香鸡汉堡,饮品,fixed,3,份,甜,是
可乐大杯,二楼,炸鸡麦香鸡汉堡,饮品,fixed,4,份,甜,是
雪碧中杯,二楼,炸鸡麦香鸡汉堡,饮品,fixed,3,份,甜,是
雪碧大杯,二楼,炸鸡麦香鸡汉堡,饮品,fixed,4,份,甜,是
橙汁中杯,二楼,炸鸡麦香鸡汉堡,饮品,fixed,3,份,甜,是
橙汁大杯,二楼,炸鸡麦香鸡汉堡,饮品,fixed,4,份,甜,是
招牌肥汁米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
肥汁鸡肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,不辣,是
肥汁酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,15,份,不辣,是
肥汁鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,15,份,不辣,是
肥汁肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,15,份,不辣,是
金汤肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,不辣,是
金汤米线,二楼,鲜满当港式肥汁米线,主食,fixed,10,份,不辣,是
金汤酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
金汤鸡肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
金汤肉丝米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
金汤三鲜米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
金汤鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
麻辣鸭血米线,二楼,鲜满当港式肥汁米线,主食,fixed,11,份,麻辣,是
麻辣米线,二楼,鲜满当港式肥汁米线,主食,fixed,10,份,麻辣,是
麻辣肉丝米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,麻辣,是
麻辣酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,麻辣,是
麻辣鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,麻辣,是
麻辣三鲜米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,麻辣,是
麻辣肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,麻辣,是
番茄酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
番茄米线,二楼,鲜满当港式肥汁米线,主食,fixed,9,份,不辣,是
番茄肉沫米线,二楼,鲜满当港式肥汁米线,主食,fixed,11,份,不辣,是
番茄鸡肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
番茄肉丝米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
番茄三鲜米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
番茄鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
番茄肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,不辣,是
泡椒三鲜米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
泡椒米线,二楼,鲜满当港式肥汁米线,主食,fixed,10,份,不辣,是
泡椒肉丝米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
泡椒酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
泡椒鸡肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
泡椒鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
泡椒肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,不辣,是
椒麻鸡肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,麻辣,是
椒麻米线,二楼,鲜满当港式肥汁米线,主食,fixed,10,份,麻辣,是
椒麻酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,麻辣,是
椒麻肉丝米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,麻辣,是
椒麻鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,麻辣,是
椒麻三鲜米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,麻辣,是
椒麻肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,麻辣,是
菌菇肥牛米线,二楼,鲜满当港式肥汁米线,主食,fixed,14,份,不辣,是
菌菇鸡汤米线,二楼,鲜满当港式肥汁米线,主食,fixed,10,份,不辣,是
菌菇酥肉米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
菌菇肉丝米线,二楼,鲜满当港式肥汁米线,主食,fixed,12,份,不辣,是
